3.000000000000000000e+01 3.000000000000000000e+01
2.500000000000000000e+01 3.000000000000000000e+01
2.000000000000000000e+01 3.000000000000000000e+01
1.500000000000000000e+01 3.000000000000000000e+01
1.000000000000000000e+01 3.000000000000000000e+01
5.000000000000003553e+00 3.000000000000000000e+01
0.000000000000000000e+00 3.000000000000000000e+01
-4.999999999999992895e+00 3.000000000000000000e+01
-1.000000000000000000e+01 3.000000000000000000e+01
-1.500000000000000000e+01 3.000000000000000000e+01
-1.999999999999999289e+01 3.000000000000000000e+01
-2.500000000000000000e+01 3.000000000000000000e+01
-3.000000000000000000e+01 3.000000000000000000e+01
-3.000000000000000000e+01 2.500000000000000000e+01
-3.000000000000000000e+01 2.000000000000000000e+01
-3.000000000000000000e+01 1.500000000000000000e+01
-3.000000000000000000e+01 1.000000000000000000e+01
-3.000000000000000000e+01 5.000000000000003553e+00
-3.000000000000000000e+01 0.000000000000000000e+00
-3.000000000000000000e+01 -4.999999999999992895e+00
-3.000000000000000000e+01 -1.000000000000000000e+01
-3.000000000000000000e+01 -1.500000000000000000e+01
-3.000000000000000000e+01 -1.999999999999999289e+01
-3.000000000000000000e+01 -2.500000000000000000e+01
-3.000000000000000000e+01 -3.000000000000000000e+01
-2.500000000000000000e+01 -3.000000000000000000e+01
-2.000000000000000000e+01 -3.000000000000000000e+01
-1.500000000000000000e+01 -3.000000000000000000e+01
-1.000000000000000000e+01 -3.000000000000000000e+01
-5.000000000000003553e+00 -3.000000000000000000e+01
0.000000000000000000e+00 -3.000000000000000000e+01
4.999999999999992895e+00 -3.000000000000000000e+01
1.000000000000000000e+01 -3.000000000000000000e+01
1.500000000000000000e+01 -3.000000000000000000e+01
1.999999999999999289e+01 -3.000000000000000000e+01
2.500000000000000000e+01 -3.000000000000000000e+01
3.000000000000000000e+01 -3.000000000000000000e+01
3.000000000000000000e+01 -2.500000000000000000e+01
3.000000000000000000e+01 -2.000000000000000000e+01
3.000000000000000000e+01 -1.500000000000000000e+01
3.000000000000000000e+01 -1.000000000000000000e+01
3.000000000000000000e+01 -5.000000000000003553e+00
3.000000000000000000e+01 0.000000000000000000e+00
3.000000000000000000e+01 4.999999999999992895e+00
3.000000000000000000e+01 1.000000000000000000e+01
3.000000000000000000e+01 1.500000000000000000e+01
3.000000000000000000e+01 1.999999999999999289e+01
3.000000000000000000e+01 2.500000000000000000e+01
-2.249999999999999645e+01 -2.249999999999999645e+01
-2.500000000000001776e+00 -1.653070567840792648e+01
-1.653070567840794780e+01 7.500000000000001776e+00
-2.250000000000000000e+01 2.250000000000000000e+01
2.249999999999999645e+01 -2.249999999999999645e+01
7.500000000000001776e+00 1.653070567840794780e+01
2.250000000000000000e+01 2.250000000000000000e+01
-2.499999999999999645e+01 -1.749999999999999645e+01
-2.666666666666666430e+01 -2.249999999999999645e+01
-2.636904761904761685e+01 -2.636904761904761685e+01
-1.750000000000000000e+01 -2.500000000000000000e+01
-7.500000000000001776e+00 -2.256932528377581093e+01
2.499999999999996891e+00 -2.256932528377581093e+01
1.653070567840794780e+01 -7.500000000000001776e+00
-7.499999999999996447e+00 1.707658566555489799e+01
-2.256932528377582514e+01 1.250000000000000000e+01
-2.256932528377582159e+01 2.500000000000001776e+00
-2.249999999999999645e+01 2.666666666666666785e+01
-2.636904761904761685e+01 2.636904761904761685e+01
-1.708333333333332860e+01 2.458333333333332860e+01
1.749999999999999645e+01 -2.499999999999999645e+01
2.249999999999999645e+01 -2.666666666666666430e+01
2.636904761904761685e+01 -2.636904761904761685e+01
2.500000000000000000e+01 -1.750000000000000000e+01
1.707658566555489799e+01 7.499999999999996447e+00
1.250000000000000000e+01 2.256932528377582514e+01
2.500000000000001776e+00 2.256932528377582159e+01
2.666666666666666785e+01 2.249999999999999645e+01
2.636904761904761685e+01 2.636904761904761685e+01
2.458333333333332860e+01 1.708333333333332860e+01
-2.562500000000000355e+01 -1.250000000000000000e+01
-2.227678571428571175e+01 -2.659226190476190155e+01
-1.624999999999998934e+01 -1.624999999999999289e+01
-7.500000000000001776e+00 -2.670521664530523154e+01
-2.500000000000003109e+00 -2.463727096454052301e+01
-1.229275865072859908e+01 -2.463727096454052301e+01
2.499999999999996003e+00 -2.670521664530523154e+01
7.882164224611111436e+00 -2.463727096454051946e+01
2.349736202434668897e+01 -7.500000000000001776e+00
-7.499999999999996447e+00 2.378010199552098669e+01
-2.670521664530524220e+01 1.250000000000000000e+01
-2.463727096454053367e+01 7.500000000000000000e+00
-2.463727096454053367e+01 1.751457639186373072e+01
-2.670521664530523864e+01 2.500000000000001776e+00
-2.463727096454053012e+01 -2.882164224611105663e+00
-2.659226190476190510e+01 2.227678571428571175e+01
-1.749999999999999645e+01 2.785256410256409865e+01
-1.250000000000000000e+01 2.592948717948718240e+01
1.627062459592401211e+01 -1.629124919184802778e+01
2.659226190476190155e+01 -2.227678571428571175e+01
2.378010199552098669e+01 7.499999999999996447e+00
1.250000000000000000e+01 2.670521664530524220e+01
7.500000000000000000e+00 2.463727096454053367e+01
1.751457639186373072e+01 2.463727096454053367e+01
2.500000000000001776e+00 2.670521664530523864e+01
-2.322916965142828083e+00 2.463727096454053012e+01
2.227678571428571175e+01 2.659226190476190510e+01
2.785256410256409865e+01 1.749999999999999645e+01
2.592948717948718240e+01 1.250000000000000000e+01
-2.097039473684209909e+01 -1.445723684210525306e+01
-1.833333333333332504e+01 -2.041666666666666075e+01
-1.365381487394602544e+01 -2.015225922969364092e+01
-2.166666666666666075e+01 -1.895833333333332860e+01
-9.335686664218163955e+00 -1.446464057692964644e+01
-1.248271773480374769e+01 -1.655837007457898125e+01
-8.845244016461800030e+00 -1.861378789747023532e+01
-1.392254560011095066e+01 -1.098222620030901453e+01
